dataset_name,is_vision,is_grounding,base_weight,upweight_weight,weight_changed,packed_rows,base_samples_seen,upweight_samples_seen,base_epochs,upweight_epochs,gcs_path
openbee_honey_stem_mavis_metagen_v1_en,True,False,0.0024680391535997926,0.0024680391535997926,False,8699,5054.5,5054.5,0.581,0.581,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_stem_mavis_metagen_v1_en/train_seq_len_8193/
openbee_honey_grounding_and_counting_visualgenome_v1_en,True,True,0.002433662994593151,0.00627978515625,True,8574,4984.1,12861.0,0.5813,1.5,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_grounding_and_counting_visualgenome_v1_en/train_seq_len_8193/
the_cauldron_plotqa,True,False,0.0024121760616211433,0.0024121760616211433,False,68173,4940.1,4940.1,0.0725,0.0725,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/the_cauldron_plotqa/train_seq_len_8193
openbee_honey_general_internvl_sa_1b_caption_v1_en,True,False,0.0023871706483956437,0.0023871706483956437,False,8467,4888.9,4888.9,0.5774,0.5774,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_general_internvl_sa_1b_caption_v1_en/train_seq_len_8193/
mammoth_idefics375k,True,False,0.002330178185029198,0.002330178185029198,False,68738,4772.2,4772.2,0.0694,0.0694,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/mammoth_idefics375k/train_seq_len_8193
mmc_instruction_v1,True,False,0.002144012470471182,0.002144012470471182,False,27498,4390.9,4390.9,0.1597,0.1597,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/mmc_instruction_v1/train_seq_len_8193
openbee_honey_stem_websight_v1_en,True,False,0.0021217416173771454,0.0021217416173771454,False,7492,4345.3,4345.3,0.58,0.58,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_stem_websight_v1_en/train_seq_len_8193/
mammoth_llava_instruct_300k,True,False,0.002062634912415924,0.002062634912415924,False,63542,4224.3,4224.3,0.0665,0.0665,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/mammoth_llava_instruct_300k/train_seq_len_8193
the_cauldron_localized_narratives,True,True,0.002049721320026539,0.002049721320026539,False,38743,4197.8,4197.8,0.1084,0.1084,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/the_cauldron_localized_narratives/train_seq_len_8193
openbee_honey_stem_cosyn_circuit_v1_en,True,False,0.00201410479163504,0.00201410479163504,False,6948,4124.9,4124.9,0.5937,0.5937,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_stem_cosyn_circuit_v1_en/train_seq_len_8193/
openbee_honey_stem_geo170k_v1_en,True,False,0.0020084693557323122,0.0020084693557323122,False,6991,4113.3,4113.3,0.5884,0.5884,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_stem_geo170k_v1_en/train_seq_len_8193/
vqaonbd_JPEG100,True,False,0.0019766080723841325,0.0019766080723841325,False,21521,4048.1,4048.1,0.1881,0.1881,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/vqaonbd_JPEG100/train_seq_len_8193
openbee_honey_chart_chart2text_v1_en,True,False,0.001974656740315943,0.001974656740315943,False,6863,4044.1,4044.1,0.5893,0.5893,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_chart_chart2text_v1_en/train_seq_len_8193/
cambrian_10m_data_engine,True,False,0.001901527597903422,0.001901527597903422,False,30433,3894.3,3894.3,0.128,0.128,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/cambrian_10m_data_engine/train_seq_len_8193
mammoth_plotqa,True,False,0.0018626954725191331,0.0018626954725191331,False,32892,3814.8,3814.8,0.116,0.116,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/mammoth_plotqa/train_seq_len_8193
cambrian_10m_dvqa,True,False,0.0017797449143226772,0.0017797449143226772,False,95867,3644.9,3644.9,0.038,0.038,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/cambrian_10m_dvqa/train_seq_len_8193
openbee_honey_document_cosyn_nutrition_v1_en,True,False,0.0017548747401095453,0.0017548747401095453,False,6108,3594.0,3594.0,0.5884,0.5884,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_document_cosyn_nutrition_v1_en/train_seq_len_8193/
openbee_honey_stem_cosyn_music_v1_en,True,False,0.0017447309554846347,0.0017447309554846347,False,6145,3573.2,3573.2,0.5815,0.5815,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_stem_cosyn_music_v1_en/train_seq_len_8193/
the_cauldron_robut_wikisql,True,False,0.0017123371425949844,0.0017123371425949844,False,12494,3506.9,3506.9,0.2807,0.2807,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/the_cauldron_robut_wikisql/train_seq_len_8193
vendor-astrolabe-arb-caption,True,False,0.0017088791495205877,0.0017088791495205877,False,11707,3499.8,3499.8,0.2989,0.2989,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/vendor-astrolabe-arb-caption/train_seq_len_8193
openbee_honey_chart_mmc_instruction_v1_en,True,False,0.0016810505297838066,0.0016810505297838066,False,5975,3442.8,3442.8,0.5762,0.5762,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_chart_mmc_instruction_v1_en/train_seq_len_8193/
cambrian_10m_docvqa,True,False,0.0016652012999900487,0.0016652012999900487,False,19601,3410.3,3410.3,0.174,0.174,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/cambrian_10m_docvqa/train_seq_len_8193
the_cauldron_nlvr2,True,False,0.0015886487963899293,0.0015886487963899293,False,15306,3253.6,3253.6,0.2126,0.2126,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/the_cauldron_nlvr2/train_seq_len_8193
mammoth_allava_laion_500k,True,False,0.0015788035606214793,0.0015788035606214793,False,50601,3233.4,3233.4,0.0639,0.0639,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/mammoth_allava_laion_500k/train_seq_len_8193
openbee_honey_general_alfworld_v1_en,True,False,0.0015100150501360073,0.0015100150501360073,False,5146,3092.5,3092.5,0.601,0.601,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_general_alfworld_v1_en/train_seq_len_8193/
mammoth_mavis_math_rule_geo,True,False,0.0015065602491891588,0.0015065602491891588,False,45239,3085.4,3085.4,0.0682,0.0682,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/mammoth_mavis_math_rule_geo/train_seq_len_8193
mammoth_allava_instruct_laion_4v_chinese,True,False,0.0014931941319363904,0.0014931941319363904,False,47950,3058.1,3058.1,0.0638,0.0638,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/mammoth_allava_instruct_laion_4v_chinese/train_seq_len_8193
cambrian_10m_tallyqa,True,True,0.0014855028723331678,0.01676220703125,True,22886,3042.3,34329.0,0.1329,1.5,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/cambrian_10m_tallyqa/train_seq_len_8193
openbee_honey_grounding_and_counting_tqa_v1_en,True,True,0.0014466163962303159,0.003765380859375,True,5141,2962.7,7711.5,0.5763,1.5,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_grounding_and_counting_tqa_v1_en/train_seq_len_8193/
openbee_honey_document_textvqa_v1_en,True,False,0.0014423898193032696,0.0014423898193032696,False,5138,2954.0,2954.0,0.5749,0.5749,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_document_textvqa_v1_en/train_seq_len_8193/
cambrian_10m_screen_qa,True,False,0.0014233826131265278,0.0014233826131265278,False,31641,2915.1,2915.1,0.0921,0.0921,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/cambrian_10m_screen_qa/train_seq_len_8193
openbee_honey_general_gqa_v1_en,True,False,0.0014091407474771734,0.0014091407474771734,False,4934,2885.9,2885.9,0.5849,0.5849,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_general_gqa_v1_en/train_seq_len_8193/
vendor-uber-kor-caption,True,False,0.0013601791977298384,0.0013601791977298384,False,9278,2785.6,2785.6,0.3002,0.3002,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/vendor-uber-kor-caption/train_seq_len_8193
cambrian_10m_lnqa,True,False,0.0013323820547649003,0.0013323820547649003,False,60104,2728.7,2728.7,0.0454,0.0454,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/cambrian_10m_lnqa/train_seq_len_8193
openbee_honey_chart_cosyn_graphic_v1_en,True,False,0.001329962873043843,0.001329962873043843,False,4594,2723.8,2723.8,0.5929,0.5929,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_chart_cosyn_graphic_v1_en/train_seq_len_8193/
openbee_honey_general_iconqa_v1_en,True,True,0.0013088299884086126,0.0013088299884086126,False,4625,2680.5,2680.5,0.5796,0.5796,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_general_iconqa_v1_en/train_seq_len_8193/
mammoth_vflan_cleaned,True,False,0.0013066208092923685,0.0013066208092923685,False,40536,2676.0,2676.0,0.066,0.066,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/mammoth_vflan_cleaned/train_seq_len_8193
cambrian_10m_clevr,True,True,0.0012766730636314331,0.0,True,29510,2614.6,0.0,0.0886,0.0,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/cambrian_10m_clevr/train_seq_len_8193
openbee_honey_general_sharegpt4v_sam_v1_en,True,True,0.0011933035524026854,0.0011933035524026854,False,4281,2443.9,2443.9,0.5709,0.5709,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_general_sharegpt4v_sam_v1_en/train_seq_len_8193/
openbee_honey_general_flintstonessv_v1_en,True,False,0.0011699164934063635,0.0011699164934063635,False,4133,2396.0,2396.0,0.5797,0.5797,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_general_flintstonessv_v1_en/train_seq_len_8193/
openbee_honey_chart_vistext_v1_en,True,False,0.0011476565215905873,0.0011476565215905873,False,3962,2350.4,2350.4,0.5932,0.5932,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_chart_vistext_v1_en/train_seq_len_8193/
share_gpt4o_JPEG100,True,False,0.0011410647179762945,0.0011410647179762945,False,12873,2336.9,2336.9,0.1815,0.1815,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/share_gpt4o_JPEG100/train_seq_len_8193
openbee_honey_stem_cosyn_chemical_v1_en,True,False,0.0011330043882434944,0.0011330043882434944,False,3791,2320.4,2320.4,0.6121,0.6121,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_stem_cosyn_chemical_v1_en/train_seq_len_8193/
latex_formula,True,False,0.0011171220270591367,0.0011171220270591367,False,29629,2287.9,2287.9,0.0772,0.0772,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/latex_formula/train_seq_len_8193
openbee_honey_grounding_and_counting_tallyqa_v1_en,True,True,0.0011042636651395809,0.00299853515625,True,4094,2261.5,6141.0,0.5524,1.5,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_grounding_and_counting_tallyqa_v1_en/train_seq_len_8193/
openbee_honey_chart_robut_sqa_v1_en,True,False,0.0010980646856465796,0.0010980646856465796,False,3822,2248.8,2248.8,0.5884,0.5884,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_chart_robut_sqa_v1_en/train_seq_len_8193/
mammoth_vision_flan_filtered,True,False,0.0010890071647638173,0.0010890071647638173,False,33677,2230.3,2230.3,0.0662,0.0662,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/mammoth_vision_flan_filtered/train_seq_len_8193
openbee_honey_general_lrv_normal_v1_en,True,False,0.0010735505394697123,0.0010735505394697123,False,3777,2198.6,2198.6,0.5821,0.5821,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_general_lrv_normal_v1_en/train_seq_len_8193/
synths_mmlu_cot_fewshot,False,False,0.0010665275888717977,0.0010665275888717977,False,,2184.2,2184.2,,,gs://cohere-command/data/generated_jsonl_data/synths_mmlu_cot_fewshot/2025_10_01/training_formats/tfrecord-v3.0.2_chat_turns_renderer_v4.2_FineGrainedLangIDFilter_3c26ebb3b1fa_r2l255k+chat+agents3+img+remap+response+text+delimit_8192_pack-heapq_pack-test-heapq_maxpackedinrow-128/train/tfrecords
openbee_honey_ocr_icdar_lsvt_zh_v1_en,True,False,0.0010507270240636634,0.0010507270240636634,False,3732,2151.9,2151.9,0.5766,0.5766,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_ocr_icdar_lsvt_zh_v1_en/train_seq_len_8193/
the_cauldron_robut_wtq,True,False,0.001032071416578579,0.001032071416578579,False,6559,2113.7,2113.7,0.3223,0.3223,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/the_cauldron_robut_wtq/train_seq_len_8193
openbee_honey_ocr_vcr_wiki_v1_en,True,False,0.0010264946496819321,0.0010264946496819321,False,3991,2102.3,2102.3,0.5268,0.5268,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_ocr_vcr_wiki_v1_en/train_seq_len_8193/
mavis_de_function_cot_v1,True,False,0.0010253239172936688,0.0010253239172936688,False,28452,2099.9,2099.9,0.0738,0.0738,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/mavis_de_function_cot_v1/train_seq_len_8193
the_cauldron_datikz,True,False,0.0009728713519196942,0.0009728713519196942,False,5528,1992.4,1992.4,0.3604,0.3604,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/the_cauldron_datikz/train_seq_len_8193
financeqa_train,True,False,0.0009463270464336747,0.0009463270464336747,False,16861,1938.1,1938.1,0.1149,0.1149,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/financeqa_train/train_seq_len_8193
openbee_honey_general_magicbrush_v1_en,True,False,0.00094196311114101,0.00094196311114101,False,3336,1929.1,1929.1,0.5783,0.5783,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_general_magicbrush_v1_en/train_seq_len_8193/
openbee_honey_caption_sherlock_v1_en,True,False,0.000917730736759279,0.000917730736759279,False,3471,1879.5,1879.5,0.5415,0.5415,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_caption_sherlock_v1_en/train_seq_len_8193/
mammoth_screen_qa_cleaned,True,False,0.0009098901471988194,0.0009098901471988194,False,27286,1863.5,1863.5,0.0683,0.0683,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/mammoth_screen_qa_cleaned/train_seq_len_8193
mammoth_visualgenome_llava_next,True,True,0.0009012187405513623,0.0,True,26872,1845.7,0.0,0.0687,0.0,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/mammoth_visualgenome_llava_next/train_seq_len_8193
coco_captions_v1,True,False,0.0008986321800967295,0.005391793080580377,True,7689,1840.4,11042.4,0.2394,1.4361,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/coco_captions_v1/train_seq_len_8193
openbee_honey_general_idk_v1_en,True,False,0.0008881446982699561,0.0008881446982699561,False,3099,1818.9,1818.9,0.5869,0.5869,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_general_idk_v1_en/train_seq_len_8193/
openbee_honey_chart_chartqa_v1_en,True,False,0.0008785644572353184,0.0008785644572353184,False,3098,1799.3,1799.3,0.5808,0.5808,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_chart_chartqa_v1_en/train_seq_len_8193/
openbee_honey_general_webqa_v1_en,True,False,0.0008602492905514518,0.0008602492905514518,False,3046,1761.8,1761.8,0.5784,0.5784,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_general_webqa_v1_en/train_seq_len_8193/
mammoth_sharegpt4o,True,False,0.0008294172842348354,0.0008294172842348354,False,25063,1698.6,1698.6,0.0678,0.0678,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/mammoth_sharegpt4o/train_seq_len_8193
mammoth_clevr_700k,True,True,0.0008254958200821635,0.0,True,26434,1690.6,0.0,0.064,0.0,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/mammoth_clevr_700k/train_seq_len_8193
colpali_pdf,True,False,0.0008036684030464304,0.0008036684030464304,False,22645,1645.9,1645.9,0.0727,0.0727,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/colpali_pdf/train_seq_len_8193
openbee_honey_ocr_ctw_v1_en,True,False,0.0007802261007327121,0.0007802261007327121,False,2769,1597.9,1597.9,0.5771,0.5771,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_ocr_ctw_v1_en/train_seq_len_8193/
vendor-uber-kor-transcription,True,False,0.0007780835272604685,0.0007780835272604685,False,5317,1593.5,1593.5,0.2997,0.2997,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/vendor-uber-kor-transcription/train_seq_len_8193
cambrian_10m_Q-Instruct-DB,True,False,0.0007748684568291522,0.0007748684568291522,False,75232,1586.9,1586.9,0.0211,0.0211,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/cambrian_10m_Q-Instruct-DB/train_seq_len_8193
openbee_honey_general_visual7w_v1_en,True,True,0.0007700823161078015,0.0007700823161078015,False,2691,1577.1,1577.1,0.5861,0.5861,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_general_visual7w_v1_en/train_seq_len_8193/
openbee_honey_stem_pathvqa_v1_en,True,False,0.0007636015648196642,0.0007636015648196642,False,2675,1563.9,1563.9,0.5846,0.5846,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_stem_pathvqa_v1_en/train_seq_len_8193/
openbee_honey_chart_tabmwp_v1_en,True,False,0.0007630380212293914,0.0007630380212293914,False,2751,1562.7,1562.7,0.568,0.568,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_chart_tabmwp_v1_en/train_seq_len_8193/
openbee_honey_general_contrastivecaption_v1_en,True,False,0.0007526124648093443,0.0007526124648093443,False,2651,1541.4,1541.4,0.5814,0.5814,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_general_contrastivecaption_v1_en/train_seq_len_8193/
english_arena_filtered_prompts_no_wildchat_with_ultrafeedback_rejection_sampled_no_OG_completions,False,False,0.0007371629139067055,0.0007371629139067055,False,,1509.7,1509.7,,,gs://cohere-command/data/generated_jsonl_data/english_arena_filtered_prompts_no_wildchat_with_ultrafeedback_rejection_sampled_no_OG_completions/2025_11_11/training_formats/tfrecord-v3.0.2_chat_turns_renderer_v4.2_RemoveCompetitorMentionsSubstringMatch_FineGrainedLangIDFilter_9f9e153663ee_r2l255k+chat+agents3+img+remap+response+text+delimit_8192_pack-heapq_pack-test-heapq_maxpackedinrow-128/train/tfrecords
openbee_honey_stem_ai2d_v1_en,True,False,0.0007326066673546593,0.0007326066673546593,False,2618,1500.4,1500.4,0.5731,0.5731,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_stem_ai2d_v1_en/train_seq_len_8193/
openbee_honey_general_a_okvqa_v1_en,True,False,0.0007249988288859763,0.0007249988288859763,False,2632,1484.8,1484.8,0.5641,0.5641,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_general_a_okvqa_v1_en/train_seq_len_8193/
mammoth_gpt_4o,True,False,0.0007132093887810099,0.0007132093887810099,False,21597,1460.7,1460.7,0.0676,0.0676,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/mammoth_gpt_4o/train_seq_len_8193
vendor-uber-jap-2-caption,True,False,0.0006871310787496292,0.0006871310787496292,False,4818,1407.2,1407.2,0.2921,0.2921,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/vendor-uber-jap-2-caption/train_seq_len_8193
coco_colors,True,False,0.0006847332460131152,0.004108399476078692,True,14799,1402.3,8414.0,0.0948,0.5686,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/coco_colors/train_seq_len_8193
openbee_honey_document_llavar_gpt4_v1_en,True,False,0.0006821695160252423,0.0006821695160252423,False,2450,1397.1,1397.1,0.5702,0.5702,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_document_llavar_gpt4_v1_en/train_seq_len_8193/
lrv_instructions_JPEG100,True,False,0.0006756977178624215,0.0006756977178624215,False,4044,1383.8,1383.8,0.3422,0.3422,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/lrv_instructions_JPEG100/train_seq_len_8193
openbee_honey_stem_mmchem_v1_en,True,False,0.0006754069929419686,0.0006754069929419686,False,2338,1383.2,1383.2,0.5916,0.5916,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_stem_mmchem_v1_en/train_seq_len_8193/
