dataset_name,is_vision,is_grounding,base_weight,upweight_weight,weight_changed,packed_rows,base_samples_seen,upweight_samples_seen,base_epochs,upweight_epochs,gcs_path
openbee_honey_document_infographicvqa_v1_en,True,False,0.00023387058996321815,0.00023387058996321815,False,822,479.0,479.0,0.5827,0.5827,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_document_infographicvqa_v1_en/train_seq_len_8193/
openbee_honey_ocr_mtwi_zh_v1_en,True,False,0.0002327435027826725,0.0002327435027826725,False,844,476.7,476.7,0.5648,0.5648,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_ocr_mtwi_zh_v1_en/train_seq_len_8193/
mammoth_pathvqa_32k,True,False,0.0002236339204812444,0.0002236339204812444,False,6822,458.0,458.0,0.0671,0.0671,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/mammoth_pathvqa_32k/train_seq_len_8193
mammoth_magpie_pro_l3_80b_mt,True,False,0.00022192173190754258,0.00022192173190754258,False,6407,454.5,454.5,0.0709,0.0709,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/mammoth_magpie_pro_l3_80b_mt/train_seq_len_8193
the_cauldron_figureqa,True,False,0.00022145002245489348,0.00022145002245489348,False,12836,453.5,453.5,0.0353,0.0353,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/the_cauldron_figureqa/train_seq_len_8193
the_cauldron_vqav2,True,False,0.00021767948412097207,0.00021767948412097207,False,9449,445.8,445.8,0.0472,0.0472,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/the_cauldron_vqav2/train_seq_len_8193
openbee_honey_document_docreason_v1_en,True,False,0.00021724605405017011,0.00021724605405017011,False,773,444.9,444.9,0.5756,0.5756,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_document_docreason_v1_en/train_seq_len_8193/
estvqa_train,True,False,0.00021275964418782572,0.00021275964418782572,False,3258,435.7,435.7,0.1337,0.1337,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/estvqa_train/train_seq_len_8193
the_cauldron_robut_sqa,True,False,0.00021070993020802932,0.00021070993020802932,False,1420,431.5,431.5,0.3039,0.3039,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/the_cauldron_robut_sqa/train_seq_len_8193
openbee_honey_chart_lrv_chart_v1_en,True,False,0.00020569341044957744,0.00020569341044957744,False,723,421.3,421.3,0.5827,0.5827,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_chart_lrv_chart_v1_en/train_seq_len_8193/
internal_synthetic_self_instruct_v2_llama_31_400b_java,False,False,0.00019945084543498005,0.00019945084543498005,False,,408.5,408.5,,,gs://cohere-command/data/generated_jsonl_data/internal_synthetic_self_instruct_v2_llama_31_400b_java/2025_08_18/training_formats/tfrecord-v3.0.2_chat_turns_renderer_v4.2_r2l255k+chat+agents3+img+remap+response+text+delimit_8192_pack-heapq_pack-test-heapq_maxpackedinrow-128/train/tfrecords
mammoth_robut_wtq,True,False,0.00019773016431782038,0.00019773016431782038,False,6017,405.0,405.0,0.0673,0.0673,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/mammoth_robut_wtq/train_seq_len_8193
the_cauldron_chart2text,True,False,0.00019616779552863886,0.00019616779552863886,False,4410,401.8,401.8,0.0911,0.0911,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/the_cauldron_chart2text/train_seq_len_8193
internal_synthetic_self_instruct_v2_llama_31_400b_javascript,False,False,0.00019250320076548714,0.00019250320076548714,False,,394.2,394.2,,,gs://cohere-command/data/generated_jsonl_data/internal_synthetic_self_instruct_v2_llama_31_400b_javascript/2025_08_18/training_formats/tfrecord-v3.0.2_chat_turns_renderer_v4.2_r2l255k+chat+agents3+img+remap+response+text+delimit_8192_pack-heapq_pack-test-heapq_maxpackedinrow-128/train/tfrecords
openbee_honey_ocr_sroie_v1_en,True,False,0.00019132304889762062,0.00019132304889762062,False,736,391.8,391.8,0.5324,0.5324,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_ocr_sroie_v1_en/train_seq_len_8193/
rects_cropped,True,True,0.00018265672380242618,0.00018265672380242618,False,5360,374.1,374.1,0.0698,0.0698,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/rects_cropped/train_seq_len_8193
openbee_honey_chart_infographic_v1_en,True,False,0.00018005217709216433,0.00018005217709216433,False,631,368.7,368.7,0.5844,0.5844,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_chart_infographic_v1_en/train_seq_len_8193/
the_cauldron_clevr,True,True,0.00017813796449691574,0.0,True,6394,364.8,0.0,0.0571,0.0,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/the_cauldron_clevr/train_seq_len_8193
mammoth_mavis_math_metagen,True,False,0.00017596879986496537,0.00017596879986496537,False,5426,360.4,360.4,0.0664,0.0664,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/mammoth_mavis_math_metagen/train_seq_len_8193
openbee_honey_chart_hitab_v1_en,True,False,0.0001746985129845726,0.0001746985129845726,False,596,357.8,357.8,0.6003,0.6003,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_chart_hitab_v1_en/train_seq_len_8193/
cleaned_external_data_sft_code_java,False,False,0.00017369111673732184,0.00017369111673732184,False,,355.7,355.7,,,gs://cohere-command/data/generated_jsonl_data/cleaned_external_data_sft_code_java/2025_08_18/training_formats/tfrecord-v3.0.2_chat_turns_renderer_v4.2_r2l255k+chat+agents3+img+remap+response+text+delimit_8192_pack-heapq_pack-test-heapq_maxpackedinrow-128/train/tfrecords
hiertext_bbox_v1,True,True,0.00017337208554188538,0.00017337208554188538,False,5503,355.1,355.1,0.0645,0.0645,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/hiertext_bbox_v1/train_seq_len_8193
mammoth_textvqa_train_format,True,False,0.00017282058216493308,0.00017282058216493308,False,5190,353.9,353.9,0.0682,0.0682,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/mammoth_textvqa_train_format/train_seq_len_8193
the_cauldron_cocoqa,True,False,0.00017072922358781317,0.001024375341526879,True,4738,349.7,2097.9,0.0738,0.4428,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/the_cauldron_cocoqa/train_seq_len_8193
openbee_honey_grounding_and_counting_movienet_v1_en,True,True,0.00016793598990129881,0.000454833984375,True,621,343.9,931.5,0.5538,1.5,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_grounding_and_counting_movienet_v1_en/train_seq_len_8193/
mammoth_olympiads_text_only,True,False,0.00016735262510698208,0.00016735262510698208,False,4668,342.7,342.7,0.0734,0.0734,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/mammoth_olympiads_text_only/train_seq_len_8193
openbee_honey_grounding_and_counting_super_clevr_v1_en,True,True,0.00016709067451588962,8.354533725794481e-05,True,602,342.2,171.1,0.5684,0.2842,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_grounding_and_counting_super_clevr_v1_en/train_seq_len_8193/
mammoth_cn_k12_text_only,True,False,0.00016470149441221802,0.00016470149441221802,False,4681,337.3,337.3,0.0721,0.0721,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/mammoth_cn_k12_text_only/train_seq_len_8193
openbee_honey_stem_other_v1_en,True,False,0.00016342764117911632,0.00016342764117911632,False,565,334.7,334.7,0.5924,0.5924,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_stem_other_v1_en/train_seq_len_8193/
cambrian_10m_design2code,True,False,0.0001618775410230541,0.0001618775410230541,False,309,331.5,331.5,1.0729,1.0729,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/cambrian_10m_design2code/train_seq_len_8193
mammoth_alfworldgpt_45k,True,False,0.00015840505901215337,0.00015840505901215337,False,4762,324.4,324.4,0.0681,0.0681,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/mammoth_alfworldgpt_45k/train_seq_len_8193
cleaned_external_data_sft_code_javascript,False,False,0.00015706427479323634,0.00015706427479323634,False,,321.7,321.7,,,gs://cohere-command/data/generated_jsonl_data/cleaned_external_data_sft_code_javascript/2025_08_18/training_formats/tfrecord-v3.0.2_chat_turns_renderer_v4.2_r2l255k+chat+agents3+img+remap+response+text+delimit_8192_pack-heapq_pack-test-heapq_maxpackedinrow-128/train/tfrecords
colpali_arxiv_qa,True,False,0.00015543825954814113,0.00015543825954814113,False,4102,318.3,318.3,0.0776,0.0776,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/colpali_arxiv_qa/train_seq_len_8193
llava_critic_113k_pointwise_v1,True,False,0.00014944560313776334,0.00014944560313776334,False,12364,306.1,306.1,0.0248,0.0248,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/llava_critic_113k_pointwise_v1/train_seq_len_8193
the_cauldron_rendered_text,True,False,0.0001482905565727435,0.0001482905565727435,False,1683,303.7,303.7,0.1805,0.1805,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/the_cauldron_rendered_text/train_seq_len_8193
the_cauldron_tabmwp,True,False,0.0001453797780124973,0.0001453797780124973,False,1181,297.7,297.7,0.2521,0.2521,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/the_cauldron_tabmwp/train_seq_len_8193
mammoth_vizwiz,True,False,0.0001452046374278073,0.0001452046374278073,False,4405,297.4,297.4,0.0675,0.0675,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/mammoth_vizwiz/train_seq_len_8193
mammoth_textocr_gpt4v_clean,True,False,0.00014498370986991028,0.00014498370986991028,False,4436,296.9,296.9,0.0669,0.0669,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/mammoth_textocr_gpt4v_clean/train_seq_len_8193
openbee_honey_document_ocr_vqa_v1_en,True,False,0.00014398538731470416,0.00014398538731470416,False,547,294.9,294.9,0.5391,0.5391,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_document_ocr_vqa_v1_en/train_seq_len_8193/
rects_full,True,True,0.00014343530514287925,0.00014343530514287925,False,3616,293.8,293.8,0.0812,0.0812,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/rects_full/train_seq_len_8193
hme100k_JPEG100,True,False,0.00014238515716632683,0.00014238515716632683,False,3801,291.6,291.6,0.0767,0.0767,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/hme100k_JPEG100/train_seq_len_8193
captcha,True,False,0.00014008153847082085,0.00014008153847082085,False,4626,286.9,286.9,0.062,0.062,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/captcha/train_seq_len_8193
openbee_honey_general_wildvision_v1_en,True,False,0.00014004058218279445,0.00014004058218279445,False,499,286.8,286.8,0.5748,0.5748,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_general_wildvision_v1_en/train_seq_len_8193/
mammoth_magpie_pro_l3_80b_st,True,False,0.00013868727446984558,0.00013868727446984558,False,4104,284.0,284.0,0.0692,0.0692,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/mammoth_magpie_pro_l3_80b_st/train_seq_len_8193
mammoth_geomverse,True,False,0.00013863204258037127,0.00013863204258037127,False,4142,283.9,283.9,0.0685,0.0685,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/mammoth_geomverse/train_seq_len_8193
mammoth_cambrian_filtered,True,False,0.00013807972368562886,0.00013807972368562886,False,4304,282.8,282.8,0.0657,0.0657,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/mammoth_cambrian_filtered/train_seq_len_8193
synth_mmlu_pro_cot_c3_preamble,False,False,0.00013657763025498812,0.00013657763025498812,False,,279.7,279.7,,,gs://cohere-command/data/generated_jsonl_data/synth_mmlu_pro_cot_c3_preamble/2025_10_06/training_formats/tfrecord-v3.0.2_chat_turns_renderer_v4.2_HardnessScore_a4110cc83a16_r2l255k+chat+agents3+img+remap+response+text+delimit_8192_pack-heapq_pack-test-heapq_maxpackedinrow-128/train/tfrecords
art_v1,True,False,0.00013563448885661134,0.00013563448885661134,False,1141,277.8,277.8,0.2435,0.2435,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/art_v1/train_seq_len_8193
multilingual_ufb_sample_best_of_n_graded_hard_reward_filtered,False,False,0.00013467741974709265,0.00013467741974709265,False,,275.8,275.8,,,gs://cohere-command/data/generated_jsonl_data/multilingual_ufb_sample_best_of_n_graded_hard_reward_filtered/2025_10_13/training_formats/tfrecord-v3.0.2_chat_turns_renderer_v4.2_FineGrainedLangIDFilter_3c26ebb3b1fa_r2l255k+chat+agents3+img+remap+response+text+delimit_8192_pack-heapq_pack-test-heapq_maxpackedinrow-128/train/tfrecords
mammoth_chart2text,True,False,0.0001338821000855857,0.0001338821000855857,False,4115,274.2,274.2,0.0666,0.0666,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/mammoth_chart2text/train_seq_len_8193
mammoth_sharegpt4v_llava,True,False,0.00013178328828556418,0.00013178328828556418,False,4164,269.9,269.9,0.0648,0.0648,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/mammoth_sharegpt4v_llava/train_seq_len_8193
cambrian_10m_chartqa,True,False,0.00013127972757076754,0.00013127972757076754,False,4812,268.9,268.9,0.0559,0.0559,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/cambrian_10m_chartqa/train_seq_len_8193
internal_synthetic_self_instruct_v2_llama_31_400b_cpp,False,False,0.00013043757505135084,0.00013043757505135084,False,,267.1,267.1,,,gs://cohere-command/data/generated_jsonl_data/internal_synthetic_self_instruct_v2_llama_31_400b_cpp/2025_08_18/training_formats/tfrecord-v3.0.2_chat_turns_renderer_v4.2_r2l255k+chat+agents3+img+remap+response+text+delimit_8192_pack-heapq_pack-test-heapq_maxpackedinrow-128/train/tfrecords
mammoth_geo170k_qa,True,False,0.0001280827516907893,0.0001280827516907893,False,4068,262.3,262.3,0.0645,0.0645,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/mammoth_geo170k_qa/train_seq_len_8193
the_cauldron_screen2words,True,False,0.0001268543202601677,0.0001268543202601677,False,5685,259.8,259.8,0.0457,0.0457,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/the_cauldron_screen2words/train_seq_len_8193
cambrian_10m_alfworld,True,False,0.0001258744865801819,0.0001258744865801819,False,4512,257.8,257.8,0.0571,0.0571,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/cambrian_10m_alfworld/train_seq_len_8193
mammoth_code_feedback_66k_text_only,True,False,0.00012548685288549954,0.00012548685288549954,False,3487,257.0,257.0,0.0737,0.0737,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/mammoth_code_feedback_66k_text_only/train_seq_len_8193
openbee_honey_general_sharegpt4v_knowledge_v1_en,True,False,0.00012538844883570128,0.00012538844883570128,False,445,256.8,256.8,0.5771,0.5771,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_general_sharegpt4v_knowledge_v1_en/train_seq_len_8193/
openbee_honey_stem_unigeo_v1_en,True,False,0.00012426136165515566,0.00012426136165515566,False,415,254.5,254.5,0.6132,0.6132,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_stem_unigeo_v1_en/train_seq_len_8193/
vendor-apto-jap-transcription,True,False,0.000116184418097717,0.000116184418097717,False,792,237.9,237.9,0.3004,0.3004,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/vendor-apto-jap-transcription/train_seq_len_8193
financeqa_ocr_train,True,False,0.0001155813903612569,0.0001155813903612569,False,2246,236.7,236.7,0.1054,0.1054,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/financeqa_ocr_train/train_seq_len_8193
mammoth_ocr_vqa_llava_next,True,False,0.00011250735885905036,0.00011250735885905036,False,3846,230.4,230.4,0.0599,0.0599,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/mammoth_ocr_vqa_llava_next/train_seq_len_8193
mammoth_gpt77k,True,False,0.00011178934429588507,0.00011178934429588507,False,3470,228.9,228.9,0.066,0.066,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/mammoth_gpt77k/train_seq_len_8193
openbee_honey_grounding_and_counting_mathv360k_vqa_as_v1_en,True,True,0.00011158163087401735,0.000293701171875,True,401,228.5,601.5,0.5699,1.5,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_grounding_and_counting_mathv360k_vqa_as_v1_en/train_seq_len_8193/
openbee_honey_general_cauldron_mulberry_v1_en,True,False,0.00010989100010319888,0.00010989100010319888,False,380,225.1,225.1,0.5923,0.5923,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_general_cauldron_mulberry_v1_en/train_seq_len_8193/
mavis_math_metagen,True,False,0.00010866204017469418,0.00010866204017469418,False,2345,222.5,222.5,0.0949,0.0949,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/mavis_math_metagen/train_seq_len_8193
mammoth_magpie_pro_qwen2_72b_st,True,False,0.00010836496714848151,0.00010836496714848151,False,3156,221.9,221.9,0.0703,0.0703,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/mammoth_magpie_pro_qwen2_72b_st/train_seq_len_8193
panda_plus_sft_with_categories_Invisible_rejection_sampled,False,False,0.00010724313053935155,0.00010724313053935155,False,,219.6,219.6,,,gs://cohere-command/data/generated_jsonl_data/panda_plus_sft_with_categories_Invisible_rejection_sampled/2025_10_14/training_formats/tfrecord-v3.0.2_chat_turns_renderer_v4.2_RemoveCompetitorMentionsSubstringMatch_FineGrainedLangIDFilter_9f9e153663ee_r2l255k+chat+agents3+img+remap+response+text+delimit_8192_pack-heapq_pack-test-heapq_maxpackedinrow-128/train/tfrecords
colpali_infovqa,True,False,0.00010597902683704738,0.00010597902683704738,False,2487,217.0,217.0,0.0873,0.0873,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/colpali_infovqa/train_seq_len_8193
openbee_honey_grounding_and_counting_clevr_change_v1_en,True,True,0.00010481910779074356,5.240955389537178e-05,True,368,214.7,107.3,0.5833,0.2917,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_grounding_and_counting_clevr_change_v1_en/train_seq_len_8193/
mammoth_rects_train,True,True,0.00010427780732738689,0.00010427780732738689,False,3176,213.6,213.6,0.0672,0.0672,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/mammoth_rects_train/train_seq_len_8193
the_cauldron_aokvqa,True,False,0.00010406092299919517,0.00010406092299919517,False,1777,213.1,213.1,0.1199,0.1199,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/the_cauldron_aokvqa/train_seq_len_8193
wikisql,False,False,0.00010346973147776343,0.00010346973147776343,False,,211.9,211.9,,,gs://cohere-command/data/generated_jsonl_data/wikisql/2025_08_18/training_formats/tfrecord-v3.0.2_chat_turns_renderer_v4.2_r2l255k+chat+agents3+img+remap+response+text+delimit_8192_pack-heapq_pack-test-heapq_maxpackedinrow-128/train/tfrecords
the_cauldron_iam,True,False,0.00010302318934113327,0.00010302318934113327,False,1284,211.0,211.0,0.1643,0.1643,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/the_cauldron_iam/train_seq_len_8193
panda_plus_sft_without_categories_Invisible_adversarial_rejection_sampled,False,False,0.0001029676568965867,0.0001029676568965867,False,,210.9,210.9,,,gs://cohere-command/data/generated_jsonl_data/panda_plus_sft_without_categories_Invisible_adversarial_rejection_sampled/2025_10_14/training_formats/tfrecord-v3.0.2_chat_turns_renderer_v4.2_RemoveCompetitorMentionsSubstringMatch_FineGrainedLangIDFilter_9f9e153663ee_r2l255k+chat+agents3+img+remap+response+text+delimit_8192_pack-heapq_pack-test-heapq_maxpackedinrow-128/train/tfrecords
openbee_honey_ocr_icdar2019_v1_en,True,False,0.00010200138983937947,0.00010200138983937947,False,369,208.9,208.9,0.5661,0.5661,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/openbee_honey_ocr_icdar2019_v1_en/train_seq_len_8193/
mammoth_chartqa,True,False,0.00010157144474314854,0.00010157144474314854,False,3117,208.0,208.0,0.0667,0.0667,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/mammoth_chartqa/train_seq_len_8193
pandagon_sft_general_rejection_sampled,False,False,0.00010094868323194775,0.00010094868323194775,False,,206.7,206.7,,,gs://cohere-command/data/generated_jsonl_data/pandagon_sft_general_rejection_sampled/2025_10_14/training_formats/tfrecord-v3.0.2_chat_turns_renderer_v4.2_RemoveCompetitorMentionsSubstringMatch_FineGrainedLangIDFilter_9f9e153663ee_r2l255k+chat+agents3+img+remap+response+text+delimit_8192_pack-heapq_pack-test-heapq_maxpackedinrow-128/train/tfrecords
vendor-apto-jap-caption,True,False,9.623355842437166e-05,9.623355842437166e-05,False,689,197.1,197.1,0.286,0.286,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/vendor-apto-jap-caption/train_seq_len_8193
mammoth_orca_math_200k_text_only,True,False,9.505408178518689e-05,9.505408178518689e-05,False,2727,194.7,194.7,0.0714,0.0714,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/mammoth_orca_math_200k_text_only/train_seq_len_8193
internal_synthetic_self_instruct_v2_llama_31_400b_rust,False,False,9.263526225990499e-05,9.263526225990499e-05,False,,189.7,189.7,,,gs://cohere-command/data/generated_jsonl_data/internal_synthetic_self_instruct_v2_llama_31_400b_rust/2025_08_18/training_formats/tfrecord-v3.0.2_chat_turns_renderer_v4.2_r2l255k+chat+agents3+img+remap+response+text+delimit_8192_pack-heapq_pack-test-heapq_maxpackedinrow-128/train/tfrecords
mammoth_wizardlm_143k_text_only,True,False,9.19610959746288e-05,9.19610959746288e-05,False,2723,188.3,188.3,0.0692,0.0692,gs://cohere-data/vision/continuous_tokens/og-mm_at_v4.2/r2l255k_chat_agents3_img_remap_response_text_delimit/image_size_512_512_16_crops_12/mammoth_wizardlm_143k_text_only/train_seq_len_8193
